clip	duration[ms]
common_voice_en_42451737.mp3	5616
common_voice_en_42211847.mp3	5688
common_voice_en_42485766.mp3	5868
common_voice_en_42219110.mp3	4824
common_voice_en_41925611.mp3	10188
common_voice_en_42148339.mp3	5616
common_voice_en_42000187.mp3	15048
common_voice_en_42624227.mp3	6228
common_voice_en_42588943.mp3	8064
common_voice_en_42550634.mp3	4608
common_voice_en_42087117.mp3	7920
common_voice_en_41976114.mp3	6048
common_voice_en_42600695.mp3	3996
common_voice_en_41986295.mp3	4968
common_voice_en_42484349.mp3	6588
common_voice_en_42312718.mp3	6120
common_voice_en_41957241.mp3	5796
common_voice_en_42474623.mp3	8748
common_voice_en_41972278.mp3	6516
common_voice_en_42097637.mp3	4752
common_voice_en_41980328.mp3	5040
common_voice_en_42623899.mp3	4248
common_voice_en_42595349.mp3	12096
common_voice_en_42670706.mp3	8388
common_voice_en_42220512.mp3	4716
common_voice_en_42591809.mp3	8496
common_voice_en_42489605.mp3	6948
common_voice_en_42354015.mp3	5616
common_voice_en_42478142.mp3	5220
common_voice_en_42469332.mp3	3564
common_voice_en_42415106.mp3	5796
common_voice_en_41962073.mp3	6876
common_voice_en_42617574.mp3	5544
common_voice_en_41969304.mp3	4968
common_voice_en_42555462.mp3	3348
common_voice_en_41915066.mp3	6876
common_voice_en_41929120.mp3	4860
common_voice_en_42251229.mp3	5940
common_voice_en_42387689.mp3	3780
common_voice_en_42095416.mp3	5580
common_voice_en_42420752.mp3	5580
common_voice_en_42354538.mp3	4860
common_voice_en_42527843.mp3	7272
common_voice_en_42200294.mp3	3492
common_voice_en_42216085.mp3	4212
common_voice_en_42109531.mp3	9360
common_voice_en_42486852.mp3	4968
common_voice_en_42605489.mp3	7920
common_voice_en_41958345.mp3	4140
common_voice_en_42099557.mp3	8244
common_voice_en_41996874.mp3	5868
common_voice_en_41942310.mp3	4752
common_voice_en_42691367.mp3	2628
common_voice_en_41992275.mp3	7092
common_voice_en_42600623.mp3	6372
common_voice_en_41993676.mp3	5508
common_voice_en_41916900.mp3	9396
common_voice_en_42543970.mp3	6228
common_voice_en_42484356.mp3	5256
common_voice_en_42428966.mp3	4860
common_voice_en_42496657.mp3	10944
common_voice_en_42162428.mp3	4716
common_voice_en_42359232.mp3	5040
common_voice_en_41980225.mp3	3096
common_voice_en_42451759.mp3	5076
common_voice_en_41980406.mp3	6480
common_voice_en_42020316.mp3	3816
common_voice_en_42401146.mp3	5976
common_voice_en_42527962.mp3	6624
common_voice_en_42657240.mp3	6264
common_voice_en_42501990.mp3	8460
common_voice_en_42548103.mp3	11556
common_voice_en_41931405.mp3	4752
common_voice_en_42421913.mp3	4536
common_voice_en_41955661.mp3	8100
common_voice_en_42599376.mp3	8208
common_voice_en_42487690.mp3	7416
common_voice_en_41946353.mp3	7992
common_voice_en_42478426.mp3	5400
common_voice_en_42455570.mp3	4896
common_voice_en_42264320.mp3	7020
common_voice_en_42513249.mp3	7956
common_voice_en_42599239.mp3	4068
common_voice_en_42200316.mp3	3744
common_voice_en_42142656.mp3	5004
common_voice_en_42528032.mp3	4140
common_voice_en_42617541.mp3	5652
common_voice_en_42218963.mp3	7092
common_voice_en_42126432.mp3	6336
common_voice_en_42682624.mp3	6696
common_voice_en_42211816.mp3	7668
common_voice_en_42511504.mp3	6120
common_voice_en_42516237.mp3	5436
common_voice_en_41982501.mp3	2088
common_voice_en_42196871.mp3	10368
common_voice_en_41930760.mp3	5328
common_voice_en_42488247.mp3	6048
common_voice_en_42543635.mp3	4068
common_voice_en_42279650.mp3	7308
common_voice_en_42353360.mp3	6840
common_voice_en_42488036.mp3	5688
common_voice_en_42110022.mp3	8856
common_voice_en_42119497.mp3	9036
common_voice_en_42238718.mp3	8928
common_voice_en_42553604.mp3	6768
common_voice_en_42312597.mp3	8208
common_voice_en_42469254.mp3	5868
common_voice_en_42555620.mp3	6228
common_voice_en_41942253.mp3	4104
common_voice_en_42455339.mp3	3960
common_voice_en_42422933.mp3	8208
common_voice_en_41977217.mp3	4572
common_voice_en_42238688.mp3	5760
common_voice_en_42589532.mp3	5328
common_voice_en_42324854.mp3	9576
common_voice_en_42500588.mp3	4896
common_voice_en_42401354.mp3	5760
common_voice_en_41920888.mp3	7128
common_voice_en_42467741.mp3	3600
common_voice_en_41992276.mp3	5832
common_voice_en_42022842.mp3	7992
common_voice_en_42111456.mp3	6948
common_voice_en_42653020.mp3	7776
common_voice_en_41927100.mp3	7236
common_voice_en_42187879.mp3	6048
common_voice_en_42067981.mp3	6156
common_voice_en_42450630.mp3	8280
common_voice_en_42627809.mp3	8316
common_voice_en_42657471.mp3	4500
common_voice_en_41962033.mp3	6336
common_voice_en_42684864.mp3	6588
common_voice_en_42527813.mp3	3420
common_voice_en_42418773.mp3	11484
common_voice_en_41992261.mp3	8028
common_voice_en_42685383.mp3	6300
common_voice_en_42508571.mp3	9108
common_voice_en_42312655.mp3	6516
common_voice_en_41910502.mp3	5472
common_voice_en_42354531.mp3	3816
common_voice_en_42324789.mp3	7056
common_voice_en_42537201.mp3	4896
common_voice_en_42109962.mp3	7740
common_voice_en_42143537.mp3	7740
common_voice_en_42471319.mp3	4068
common_voice_en_42657169.mp3	5904
common_voice_en_42145772.mp3	6948
common_voice_en_42553622.mp3	5976
common_voice_en_42135282.mp3	2556
common_voice_en_41944821.mp3	4428
common_voice_en_41918360.mp3	3996
common_voice_en_41977517.mp3	2988
common_voice_en_42484739.mp3	6588
common_voice_en_41917520.mp3	6768
common_voice_en_42617554.mp3	6732
common_voice_en_42496063.mp3	5148
common_voice_en_42333645.mp3	6336
common_voice_en_42407610.mp3	5220
common_voice_en_41920704.mp3	4176
common_voice_en_42420695.mp3	4932
common_voice_en_41921759.mp3	8496
common_voice_en_41991264.mp3	5796
common_voice_en_41962977.mp3	5040
common_voice_en_42401074.mp3	6696
common_voice_en_41917222.mp3	5940
common_voice_en_42251374.mp3	6948
common_voice_en_42319815.mp3	9396
common_voice_en_42238776.mp3	8496
common_voice_en_41945085.mp3	4608
common_voice_en_42496098.mp3	7668
common_voice_en_42483621.mp3	5688
common_voice_en_42670693.mp3	4608
common_voice_en_42221506.mp3	6408
common_voice_en_42428058.mp3	7740
common_voice_en_42513264.mp3	5364
common_voice_en_42523028.mp3	7020
common_voice_en_42435505.mp3	9324
common_voice_en_42429187.mp3	4032
common_voice_en_42639520.mp3	3960
common_voice_en_42074673.mp3	9180
common_voice_en_42142491.mp3	4752
common_voice_en_41986289.mp3	6552
common_voice_en_41928966.mp3	5076
common_voice_en_42511650.mp3	5328
common_voice_en_41917206.mp3	5148
common_voice_en_42516449.mp3	6660
common_voice_en_42693827.mp3	6624
common_voice_en_42553601.mp3	6300
common_voice_en_42493932.mp3	6156
common_voice_en_42450301.mp3	3708
common_voice_en_42428758.mp3	4356
common_voice_en_42398855.mp3	5220
common_voice_en_42496937.mp3	3456
common_voice_en_42624321.mp3	7560
common_voice_en_42502860.mp3	3780
common_voice_en_41944745.mp3	5256
common_voice_en_42387561.mp3	4536
common_voice_en_41958336.mp3	6876
common_voice_en_42591825.mp3	8280
common_voice_en_42221631.mp3	5436
common_voice_en_42175292.mp3	5580
common_voice_en_42589116.mp3	5616
common_voice_en_42675381.mp3	13716
common_voice_en_42589627.mp3	2808
common_voice_en_42462595.mp3	6876
common_voice_en_42220714.mp3	6156
common_voice_en_41986317.mp3	6048
common_voice_en_42393628.mp3	7488
common_voice_en_42485815.mp3	8208
common_voice_en_42502054.mp3	8136
common_voice_en_42267016.mp3	5508
common_voice_en_42556969.mp3	7560
common_voice_en_42275451.mp3	5292
common_voice_en_42422653.mp3	4608
common_voice_en_42437236.mp3	5472
common_voice_en_42652209.mp3	4356
common_voice_en_42538053.mp3	7452
common_voice_en_42469324.mp3	3456
common_voice_en_42222040.mp3	6660
common_voice_en_42567712.mp3	6696
common_voice_en_42486856.mp3	7020
common_voice_en_42145620.mp3	6840
common_voice_en_42358860.mp3	3780
common_voice_en_42513208.mp3	5040
common_voice_en_41921792.mp3	10188
common_voice_en_42529672.mp3	7308
common_voice_en_41948319.mp3	5940
common_voice_en_42350219.mp3	6228
common_voice_en_42511345.mp3	3528
common_voice_en_41928627.mp3	6336
common_voice_en_41933771.mp3	7776
common_voice_en_41951795.mp3	5076
common_voice_en_42693603.mp3	4320
common_voice_en_41928601.mp3	9216
common_voice_en_41924925.mp3	7308
common_voice_en_41930643.mp3	6048
common_voice_en_41962087.mp3	6840
common_voice_en_42312437.mp3	7956
common_voice_en_42499454.mp3	6516
common_voice_en_42041426.mp3	5616
common_voice_en_42455070.mp3	2556
common_voice_en_42429301.mp3	6084
common_voice_en_41929461.mp3	5076
common_voice_en_42504437.mp3	5040
common_voice_en_42429179.mp3	5076
common_voice_en_42588968.mp3	5868
common_voice_en_42688299.mp3	5652
common_voice_en_42128340.mp3	3708
common_voice_en_42462766.mp3	9252
common_voice_en_42038899.mp3	3708
common_voice_en_42511052.mp3	8496
common_voice_en_41921831.mp3	7560
common_voice_en_42124332.mp3	5580
common_voice_en_42589461.mp3	5364
common_voice_en_42485648.mp3	8568
common_voice_en_41928449.mp3	6876
common_voice_en_42687622.mp3	5724
common_voice_en_42450246.mp3	4572
common_voice_en_42211736.mp3	9324
common_voice_en_41917511.mp3	5328
common_voice_en_42635736.mp3	6516
common_voice_en_42222039.mp3	4356
common_voice_en_42631412.mp3	7380
common_voice_en_42104181.mp3	7020
common_voice_en_42557304.mp3	7560
common_voice_en_41980533.mp3	3528
common_voice_en_42455723.mp3	2808
common_voice_en_42552619.mp3	7668
common_voice_en_42589098.mp3	8640
common_voice_en_42431203.mp3	7956
common_voice_en_42595783.mp3	7488
common_voice_en_41992234.mp3	2988
common_voice_en_41944758.mp3	2988
common_voice_en_41921404.mp3	6840
common_voice_en_42584883.mp3	3456
common_voice_en_41976141.mp3	6516
common_voice_en_42061882.mp3	4464
common_voice_en_42551703.mp3	5472
common_voice_en_41916296.mp3	6084
common_voice_en_42629927.mp3	9180
common_voice_en_42523782.mp3	6048
common_voice_en_42469312.mp3	6804
common_voice_en_41976103.mp3	7416
common_voice_en_42605618.mp3	1152
common_voice_en_41917259.mp3	7020
common_voice_en_42595820.mp3	6516
common_voice_en_42428953.mp3	4608
common_voice_en_42196735.mp3	8640
common_voice_en_42688291.mp3	6984
common_voice_en_42142892.mp3	3960
common_voice_en_42681017.mp3	6156
common_voice_en_42348523.mp3	5652
common_voice_en_42605532.mp3	5760
common_voice_en_42672877.mp3	6228
common_voice_en_42211650.mp3	5616
common_voice_en_42135263.mp3	2520
common_voice_en_41982390.mp3	8676
common_voice_en_42074644.mp3	6588
common_voice_en_42605488.mp3	6480
common_voice_en_42133092.mp3	8496
common_voice_en_42604283.mp3	4536
common_voice_en_42182389.mp3	9828
common_voice_en_41980462.mp3	6156
common_voice_en_42485519.mp3	5076
common_voice_en_42629893.mp3	6948
common_voice_en_41973946.mp3	8316
common_voice_en_42658387.mp3	5868
common_voice_en_42675050.mp3	11700
common_voice_en_41948289.mp3	7560
common_voice_en_42575176.mp3	2124
common_voice_en_42485686.mp3	5256
common_voice_en_42358905.mp3	7020
common_voice_en_42471856.mp3	4644
common_voice_en_42188073.mp3	4356
common_voice_en_41970698.mp3	3420
common_voice_en_42624331.mp3	11160
common_voice_en_42488042.mp3	4968
common_voice_en_42081320.mp3	9396
common_voice_en_42541649.mp3	7380
common_voice_en_42652495.mp3	6120
common_voice_en_42096974.mp3	7668
common_voice_en_42502606.mp3	9288
common_voice_en_42284547.mp3	8460
common_voice_en_42555576.mp3	5868
common_voice_en_42625366.mp3	3996
common_voice_en_41923236.mp3	11556
common_voice_en_42496941.mp3	7668
common_voice_en_41982492.mp3	7632
common_voice_en_42356501.mp3	3600
common_voice_en_42618013.mp3	5616
common_voice_en_42264391.mp3	7740
common_voice_en_41977871.mp3	11160
common_voice_en_41980924.mp3	7704
common_voice_en_41927966.mp3	7020
common_voice_en_41924938.mp3	5436
common_voice_en_42238816.mp3	4176
common_voice_en_42552213.mp3	7668
common_voice_en_41930764.mp3	4716
common_voice_en_42354519.mp3	6228
common_voice_en_41945303.mp3	5580
common_voice_en_42220711.mp3	5796
common_voice_en_42513120.mp3	7452
common_voice_en_42356441.mp3	4500
common_voice_en_42048424.mp3	12276
common_voice_en_42628899.mp3	7056
common_voice_en_42605496.mp3	6660
common_voice_en_42124361.mp3	4860
common_voice_en_42238708.mp3	10296
common_voice_en_42485517.mp3	7236
common_voice_en_42413123.mp3	7056
common_voice_en_42218810.mp3	5292
common_voice_en_42550103.mp3	3888
common_voice_en_42348672.mp3	6984
common_voice_en_42360468.mp3	3816
common_voice_en_41980425.mp3	4248
common_voice_en_42048986.mp3	5220
common_voice_en_41945176.mp3	4248
common_voice_en_42128354.mp3	4428
common_voice_en_42344878.mp3	3996
common_voice_en_42622184.mp3	8172
common_voice_en_42524662.mp3	5616
common_voice_en_42132387.mp3	6228
common_voice_en_42312636.mp3	7056
common_voice_en_42534497.mp3	4428
common_voice_en_42631395.mp3	5868
common_voice_en_42629889.mp3	7776
common_voice_en_42358551.mp3	8568
common_voice_en_42555824.mp3	3816
common_voice_en_42589341.mp3	9180
common_voice_en_41928581.mp3	8496
common_voice_en_42043838.mp3	3672
common_voice_en_42528509.mp3	4716
common_voice_en_42196916.mp3	6408
common_voice_en_42056223.mp3	3996
common_voice_en_42392334.mp3	8676
common_voice_en_42489551.mp3	12960
common_voice_en_42581268.mp3	4320
common_voice_en_42462691.mp3	7668
common_voice_en_42462728.mp3	6480
common_voice_en_42527960.mp3	4032
common_voice_en_42513216.mp3	4572
common_voice_en_42502022.mp3	10296
common_voice_en_42513635.mp3	3456
common_voice_en_42628849.mp3	5184
common_voice_en_42342307.mp3	6228
common_voice_en_41962321.mp3	5400
common_voice_en_41971746.mp3	3204
common_voice_en_42461468.mp3	6336
common_voice_en_42428069.mp3	5040
common_voice_en_42462896.mp3	6228
common_voice_en_42220808.mp3	5868
common_voice_en_42145600.mp3	4680
common_voice_en_42544665.mp3	5400
common_voice_en_42631421.mp3	5688
common_voice_en_42586453.mp3	4500
common_voice_en_42586796.mp3	5400
common_voice_en_42096988.mp3	4248
common_voice_en_41957238.mp3	5976
common_voice_en_42048414.mp3	8280
common_voice_en_42467625.mp3	2088
common_voice_en_42132961.mp3	7524
common_voice_en_41914134.mp3	6768
common_voice_en_41927900.mp3	6660
common_voice_en_41942479.mp3	7488
common_voice_en_42474603.mp3	8568
common_voice_en_42528482.mp3	5616
common_voice_en_42219159.mp3	4536
common_voice_en_41933757.mp3	7128
common_voice_en_42039018.mp3	3708
common_voice_en_42177001.mp3	8784
common_voice_en_42628972.mp3	11376
common_voice_en_42438046.mp3	5328
common_voice_en_42618000.mp3	5976
common_voice_en_41923387.mp3	5976
common_voice_en_42442493.mp3	8028
common_voice_en_42165240.mp3	5508
common_voice_en_42488151.mp3	5868
common_voice_en_41928476.mp3	5688
common_voice_en_42443389.mp3	9936
common_voice_en_42479050.mp3	3888
common_voice_en_41944656.mp3	5796
common_voice_en_41920810.mp3	3276
common_voice_en_42589403.mp3	5940
common_voice_en_42401147.mp3	4968
common_voice_en_42420776.mp3	12348
common_voice_en_42246878.mp3	8496
common_voice_en_42395228.mp3	8316
common_voice_en_42450291.mp3	5868
common_voice_en_42485810.mp3	2988
common_voice_en_42498607.mp3	6444
common_voice_en_42196571.mp3	7092
common_voice_en_42358748.mp3	9000
common_voice_en_42293596.mp3	6696
common_voice_en_42589420.mp3	4284
common_voice_en_42555815.mp3	6336
common_voice_en_42467177.mp3	7308
common_voice_en_42219224.mp3	5328
common_voice_en_42110045.mp3	4932
common_voice_en_41945349.mp3	4968
common_voice_en_42251226.mp3	3852
common_voice_en_42689896.mp3	3852
common_voice_en_42231657.mp3	5400
common_voice_en_42478431.mp3	5868
common_voice_en_42686337.mp3	10980
common_voice_en_42555770.mp3	7272
common_voice_en_42488073.mp3	6048
common_voice_en_42556237.mp3	9000
common_voice_en_42599697.mp3	4356
common_voice_en_42099576.mp3	5904
common_voice_en_42401320.mp3	10116
common_voice_en_42599242.mp3	3456
common_voice_en_42478138.mp3	5292
common_voice_en_42629923.mp3	6444
common_voice_en_42537556.mp3	11376
common_voice_en_41952212.mp3	8280
common_voice_en_42586550.mp3	6408
common_voice_en_41928326.mp3	5220
common_voice_en_41917413.mp3	5796
common_voice_en_42484034.mp3	5976
common_voice_en_42628839.mp3	9144
common_voice_en_41919059.mp3	1980
common_voice_en_42674775.mp3	3780
common_voice_en_42391425.mp3	4176
common_voice_en_42550130.mp3	5220
common_voice_en_42513630.mp3	4140
common_voice_en_42461339.mp3	5040
common_voice_en_42138633.mp3	7056
common_voice_en_41945065.mp3	8388
common_voice_en_42594769.mp3	7236
common_voice_en_41982422.mp3	7956
common_voice_en_42143838.mp3	7956
common_voice_en_42455196.mp3	5220
common_voice_en_42460755.mp3	7308
common_voice_en_42037942.mp3	8172
common_voice_en_42219225.mp3	6516
common_voice_en_41940961.mp3	9288
common_voice_en_41917283.mp3	6516
common_voice_en_42455327.mp3	5616
common_voice_en_42628930.mp3	5148
common_voice_en_42513226.mp3	6876
common_voice_en_42625621.mp3	5868
common_voice_en_42163100.mp3	7596
common_voice_en_41992310.mp3	6732
common_voice_en_42513140.mp3	5148
common_voice_en_42438014.mp3	5436
common_voice_en_41913630.mp3	5868
common_voice_en_42095428.mp3	5436
common_voice_en_42087079.mp3	7056
common_voice_en_42614890.mp3	11880
common_voice_en_41925150.mp3	5868
common_voice_en_42399882.mp3	6588
common_voice_en_42600733.mp3	7092
common_voice_en_42399678.mp3	6696
common_voice_en_42218971.mp3	6804
common_voice_en_42595827.mp3	10260
common_voice_en_42514808.mp3	4176
common_voice_en_42009892.mp3	6948
common_voice_en_42552151.mp3	11340
common_voice_en_42061932.mp3	9756
common_voice_en_42360411.mp3	5688
common_voice_en_42657168.mp3	4464
common_voice_en_42529702.mp3	5976
common_voice_en_42110074.mp3	9324
common_voice_en_42251746.mp3	4176
common_voice_en_42691346.mp3	7776
common_voice_en_42553596.mp3	5868
common_voice_en_42553617.mp3	6228
common_voice_en_41923047.mp3	7128
common_voice_en_42218660.mp3	4788
common_voice_en_42365626.mp3	9576
common_voice_en_41975633.mp3	5868
common_voice_en_42411778.mp3	7848
common_voice_en_42511717.mp3	5508
common_voice_en_42399773.mp3	5328
common_voice_en_42588876.mp3	4680
common_voice_en_42628869.mp3	7524
common_voice_en_42131129.mp3	5328
common_voice_en_41972718.mp3	5580
common_voice_en_42629188.mp3	4392
common_voice_en_42561271.mp3	2520
common_voice_en_41917357.mp3	7380
common_voice_en_42454797.mp3	3420
common_voice_en_42421155.mp3	5796
common_voice_en_41942311.mp3	6588
common_voice_en_42267989.mp3	6552
common_voice_en_42556982.mp3	9180
common_voice_en_42625608.mp3	7956
common_voice_en_41982665.mp3	8352
common_voice_en_41980224.mp3	4788
common_voice_en_42488447.mp3	5616
common_voice_en_41980921.mp3	6660
common_voice_en_42581232.mp3	6516
common_voice_en_42555461.mp3	5796
common_voice_en_41985798.mp3	7668
common_voice_en_41969860.mp3	2988
common_voice_en_42135321.mp3	1656
common_voice_en_41958617.mp3	4680
common_voice_en_42550973.mp3	7560
common_voice_en_42657263.mp3	7524
common_voice_en_42045168.mp3	4068
common_voice_en_42132413.mp3	4500
common_voice_en_42342915.mp3	4176
common_voice_en_42458987.mp3	9144
common_voice_en_42018707.mp3	8748
common_voice_en_41915039.mp3	8820
common_voice_en_41977863.mp3	11556
common_voice_en_42610719.mp3	6228
common_voice_en_42529548.mp3	3888
common_voice_en_42135051.mp3	8316
common_voice_en_42463117.mp3	6696
common_voice_en_42334368.mp3	6696
common_voice_en_41992260.mp3	6372
common_voice_en_41919613.mp3	7020
common_voice_en_42484077.mp3	6516
common_voice_en_42126465.mp3	4536
common_voice_en_42420733.mp3	9900
common_voice_en_42165287.mp3	5400
common_voice_en_42251903.mp3	3564
common_voice_en_42513325.mp3	6768
common_voice_en_41921405.mp3	7308
common_voice_en_42555759.mp3	5796
common_voice_en_42690458.mp3	6480
common_voice_en_41995690.mp3	4428
common_voice_en_41930820.mp3	4572
common_voice_en_42196737.mp3	12168
common_voice_en_42474956.mp3	3960
common_voice_en_41982555.mp3	7200
common_voice_en_42519286.mp3	7236
common_voice_en_42550124.mp3	4608
common_voice_en_42605227.mp3	6228
common_voice_en_42479140.mp3	7560
common_voice_en_42462868.mp3	7272
common_voice_en_42643367.mp3	11520
common_voice_en_42045166.mp3	5148
common_voice_en_42150923.mp3	7056
common_voice_en_42619592.mp3	8028
common_voice_en_42527987.mp3	4464
common_voice_en_42165177.mp3	7200
common_voice_en_41997697.mp3	7200
common_voice_en_42358810.mp3	7956
common_voice_en_42312389.mp3	7200
common_voice_en_42591501.mp3	2988
common_voice_en_41928583.mp3	4608
common_voice_en_42219051.mp3	8352
common_voice_en_42246966.mp3	5580
common_voice_en_41958343.mp3	6372
common_voice_en_42177053.mp3	7308
common_voice_en_41912093.mp3	6696
common_voice_en_42221664.mp3	8316
common_voice_en_42513158.mp3	5688
common_voice_en_42581282.mp3	9180
common_voice_en_42691342.mp3	6120
common_voice_en_42095417.mp3	4608
common_voice_en_41930768.mp3	2988
common_voice_en_42251561.mp3	8460
common_voice_en_42021200.mp3	4860
common_voice_en_42483974.mp3	7416
common_voice_en_42527964.mp3	6696
common_voice_en_41986254.mp3	8604
common_voice_en_41921344.mp3	7128
common_voice_en_42619675.mp3	4824
common_voice_en_42666786.mp3	4428
common_voice_en_41952171.mp3	9720
common_voice_en_42504065.mp3	6156
common_voice_en_42670740.mp3	3600
common_voice_en_42595760.mp3	9936
common_voice_en_42629163.mp3	5940
common_voice_en_42691364.mp3	5256
common_voice_en_42421158.mp3	8388
common_voice_en_42581286.mp3	4500
common_voice_en_42354512.mp3	4860
common_voice_en_41940779.mp3	5580
common_voice_en_42463109.mp3	9000
common_voice_en_42421109.mp3	8568
common_voice_en_41952189.mp3	5400
common_voice_en_42484016.mp3	9036
common_voice_en_42131239.mp3	5220
common_voice_en_42246959.mp3	7380
common_voice_en_41928149.mp3	7236
common_voice_en_42143373.mp3	8712
common_voice_en_41922704.mp3	5796
common_voice_en_41915069.mp3	6120
common_voice_en_42142703.mp3	5760
common_voice_en_41929274.mp3	5868
common_voice_en_42626573.mp3	4572
common_voice_en_42600750.mp3	11016
common_voice_en_42048428.mp3	8208
common_voice_en_42413158.mp3	7380
common_voice_en_42595054.mp3	6516
common_voice_en_42268034.mp3	6048
common_voice_en_42484746.mp3	5796
common_voice_en_42437229.mp3	3456
common_voice_en_42009523.mp3	6732
common_voice_en_41930710.mp3	5148
common_voice_en_42513214.mp3	5040
