client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
403c1ec9623855b620b043ca2ca76c02989e679e32ba27b258392b5b58382c5d906fe56dfca7f5c416bc57def7d8028826c6c8ce8606332d876484126fa1aed6	common_voice_en_41928902.mp3	f5ecd53cd163f45c0ce585cdc757bbe05ac4db50918fbc243b000666a23bb5e8	This rail car is located at the Whitwell Middle School.		0	2	twenties	female_feminine	nigerian accent		en	
403c1ec9623855b620b043ca2ca76c02989e679e32ba27b258392b5b58382c5d906fe56dfca7f5c416bc57def7d8028826c6c8ce8606332d876484126fa1aed6	common_voice_en_41929229.mp3	f5d5bf2992b6cf3d0d01271d8a4caa970eaae2f4da785a6b830c1bcb6cb476fb	The album has received positive attention from music critics.		0	2	twenties	female_feminine	nigerian accent		en	
403c1ec9623855b620b043ca2ca76c02989e679e32ba27b258392b5b58382c5d906fe56dfca7f5c416bc57def7d8028826c6c8ce8606332d876484126fa1aed6	common_voice_en_41929377.mp3	f5ed8dcca0d9d17894b1ccbf1bb450026dca8ffb37b349618ddf376d0310914f	They also involve her interest in gender issues and her nation's poverty.		0	2	twenties	female_feminine	nigerian accent		en	
403c1ec9623855b620b043ca2ca76c02989e679e32ba27b258392b5b58382c5d906fe56dfca7f5c416bc57def7d8028826c6c8ce8606332d876484126fa1aed6	common_voice_en_41929458.mp3	f5edfa904fe222ef5497a2b705f3af251df819988427457c6cd147547e1cbe00	He repeated this statement on numerous occasions.		0	2	twenties	female_feminine	nigerian accent		en	
403c1ec9623855b620b043ca2ca76c02989e679e32ba27b258392b5b58382c5d906fe56dfca7f5c416bc57def7d8028826c6c8ce8606332d876484126fa1aed6	common_voice_en_41929464.mp3	f5cec9471e3e25120bb81cd2ae69d0220430056dfd3e079a456fdd84e0c110c3	The school holds a sale of student work the Saturday before Thanksgiving each year.		0	2	twenties	female_feminine	nigerian accent		en	
403c1ec9623855b620b043ca2ca76c02989e679e32ba27b258392b5b58382c5d906fe56dfca7f5c416bc57def7d8028826c6c8ce8606332d876484126fa1aed6	common_voice_en_41929488.mp3	f5f6e6c6e3035a6e200d93b988ebb419ae2e6abe4d842d86f87df61bb6c3fbbf	Some of these works were co-written with other writers.		0	2	twenties	female_feminine	nigerian accent		en	
546831df9beaebff805aeed00791f6fc602d401cf9ca17645a59343842a5f74f2711e87a8f5a69b976c9be23784ee6f76c9379c284e97aa313a94738984e46ef	common_voice_en_41942388.mp3	f5f19aef7c3557a3ffc3a6f622c4ab6db1b801543384a402e19498a242f41a36	Just everyday life, warmly observed.		0	3	twenties	do_not_wish_to_say	Lithuanian,Non-native		en	
403c1ec9623855b620b043ca2ca76c02989e679e32ba27b258392b5b58382c5d906fe56dfca7f5c416bc57def7d8028826c6c8ce8606332d876484126fa1aed6	common_voice_en_41962030.mp3	f626d0e3cd101abd43789b6155805cd2a5250b6d8d54cd2743de41150a149d40	Majority of the victims were descendants from the Dalits caste system.		0	2	twenties	female_feminine	nigerian accent		en	
403c1ec9623855b620b043ca2ca76c02989e679e32ba27b258392b5b58382c5d906fe56dfca7f5c416bc57def7d8028826c6c8ce8606332d876484126fa1aed6	common_voice_en_41962095.mp3	f62c664322816e55f74dd2e008afb7d0c71853067160a9f97a03ac36f91df130	The District is led by a Superintendent chosen by the Board of Trustees.		0	2	twenties	female_feminine	nigerian accent		en	
403c1ec9623855b620b043ca2ca76c02989e679e32ba27b258392b5b58382c5d906fe56dfca7f5c416bc57def7d8028826c6c8ce8606332d876484126fa1aed6	common_voice_en_41962270.mp3	f630c290db596c69f117c45525746c44a5f29b16f530e5f8672994cd351b3028	"Chicken-N-Beer" opened strongly, but without a popular single, the album fell quickly.		0	2	twenties	female_feminine	nigerian accent		en	
29b8505586cd43382cd695da6b943f401104be710a5b60e814ac5fe7e06b39459cf8fe1701ca83f8154b3ccd749df7c2aef33ff23950bb1a135b1e1c393dbcf6	common_voice_en_41991299.mp3	f64dfce02e0f6fcae57fbc48aef55c3ecc2c56fcfdc9588bcb602c2ba48b7198	Gemma closes her eyes before muttering, Damn you, John Constantine.		0	2	fourties	female_feminine	Scottish English		en	
b87dd0680063cbd3dc57f5b9b20c14f020f511c3f18467d52e816db909dbe2be05b8ea36a4bca91179503817a1b093a9e6036abb514c6ad1aaf1ffa71b3d32ce	common_voice_en_42037994.mp3	f67415043c91cb43663240f94226c5c0205697a88da0e5b1d5ce13065044d8e9	The "Desert Regiment" was raised to replace it.		0	2	thirties	male_masculine	Canadian English		en	
b87dd0680063cbd3dc57f5b9b20c14f020f511c3f18467d52e816db909dbe2be05b8ea36a4bca91179503817a1b093a9e6036abb514c6ad1aaf1ffa71b3d32ce	common_voice_en_42038006.mp3	f67640b4213fc647517fec4914db7e17e9defa67a7542912175f1b752998f910	There is significant overlap with social and cultural theory.		0	2	thirties	male_masculine	Canadian English		en	
f73645c396348afae576bec9d3d30be51c70415b0c1db67c9b4f6b0a496a402952aeae84dc5af74526dd274b6092b8b89b1d66d64fb6a4ba7f60823a22586d8d	common_voice_en_42096971.mp3	0c926e17907f7a42ef77d9268a40d89aa09924b32251d60ac1705084c9e92d6b	I find street markets more authentic and often cheaper than supermarkets or shopping centres.		0	2	twenties				en	
29b8505586cd43382cd695da6b943f401104be710a5b60e814ac5fe7e06b39459cf8fe1701ca83f8154b3ccd749df7c2aef33ff23950bb1a135b1e1c393dbcf6	common_voice_en_42109964.mp3	f673628c123e560341995b83ab8217ee470ed2c6b3879dcdd4ae538c78180b3b	They are so named because they hunt cicadas and provision their nests with them.		0	2	fourties	female_feminine	Scottish English		en	
403c1ec9623855b620b043ca2ca76c02989e679e32ba27b258392b5b58382c5d906fe56dfca7f5c416bc57def7d8028826c6c8ce8606332d876484126fa1aed6	common_voice_en_42220415.mp3	f6b54fba08c4b380c72cf062da06e6f9f832b3089a95d3f1dab89e7c5fffc9c7	He was an early promoter of vaccination.		0	2	twenties	female_feminine	nigerian accent		en	
b87dd0680063cbd3dc57f5b9b20c14f020f511c3f18467d52e816db909dbe2be05b8ea36a4bca91179503817a1b093a9e6036abb514c6ad1aaf1ffa71b3d32ce	common_voice_en_42312651.mp3	f6d89e36c4ef7a105e5329bcee11e8cbfd7f4b1bacecab44a72a506b80350866	The Jurassic Coast contains a large range of important fossil sites.		0	2	thirties	male_masculine	Canadian English		en	
b87dd0680063cbd3dc57f5b9b20c14f020f511c3f18467d52e816db909dbe2be05b8ea36a4bca91179503817a1b093a9e6036abb514c6ad1aaf1ffa71b3d32ce	common_voice_en_42312891.mp3	f6e26dccc513d0c3f23b52a63a3cb3034b8c5c679a1f8c41a2260194d8731257	The "Golden Glove" is awarded to the best goalkeeper of the tournament.		0	2	thirties	male_masculine	Canadian English		en	
24a4da2e8f053a45a0715849c222a40a4b0da9872efb2ed89e6721c4c1139c4e0a4514a3a5be51eef8de345add706d9296d7eb2d10518b45b6684ee43627bb8d	common_voice_en_42356339.mp3	f6f5c71558ff9bf98dce5558050f9144a24535d92814a6841a685cfc6cf1f2ac	Block received great reviews for a show-stopping performance.		0	2	teens		United States English		en	
b87dd0680063cbd3dc57f5b9b20c14f020f511c3f18467d52e816db909dbe2be05b8ea36a4bca91179503817a1b093a9e6036abb514c6ad1aaf1ffa71b3d32ce	common_voice_en_42357658.mp3	f6fa4bbbde9e88c113d68fd4ebe05d52a0b034d0b9bbb881019f8f9522f1ce19	He began playing double bass with some musical groups, touring Japan and Australia.		0	2	thirties	male_masculine	Canadian English		en	
95ad670587afb013217297ae3da765f6ec63f8b4a76b96415a4c9e136cc964cc4cee46c7d5b4373f4144decf56767d2ce609c95994d2a7ec89380a9bc684698a	common_voice_en_42376212.mp3	f6f3eaa5360146738b6de2f4561393434855fcd5600908c613224e3c6aebfe19	Wait, be careful, you drop one! Here you go, you're welcome.		0	2	twenties		Russian		en	
d5e3abe4e1ca1d1f9f225934281dab8a562d0497457961569339e8b960dd6b8a3102ffedb2fa1a1a6077809d242c373fd793fee4412ddaa77696f6e218a4dcba	common_voice_en_42387447.mp3	f6f0b39565e02e8d1ebb25da8bf4fdd425492fa04a3d112d6de4b0874b21fa98	Both received Grammy Award nominations.		0	2	sixties	female_feminine	United States English		en	
95ad670587afb013217297ae3da765f6ec63f8b4a76b96415a4c9e136cc964cc4cee46c7d5b4373f4144decf56767d2ce609c95994d2a7ec89380a9bc684698a	common_voice_en_42435500.mp3	f729aca87314500759ebeb35c641889e4bf57bffd470dece39589dd9dea75c18	The scene changes to a public rite of human sacrifice to the god Perun.		0	2	twenties		Russian		en	
057a083b43c6bffb19594cf7dd2b9ab2fe43730db03b67f24a445a472bcd2b59499f2bf2fa184cdaada04e592a29818291dee8f4ea86fe856d496c0823c16453	common_voice_en_42479052.mp3	f7770ed7af3b287a738643934ff58cbb6bcd8a2a2e8f1eeebf777430f7fda157	The present head is Geraint Parry.		0	2	teens	female_feminine	United States English		en	
aa23efe844309568394302a91812d79b6eaf6fa916227aff4b6e08ad8596e05547971a7e597fd0dca613d592231dac5d8f5b158b601f372d7476a1e5bae274db	common_voice_en_42488060.mp3	f78ebdd0e45a4863afc2c992273689e100ecbda4db6dd8cff8ea227e1a56296d	"They'll never get in," he assured her.		0	2			United States English		en	
47be82a9f386648b7d89b0eb6eb5b9f6925ce736373db099b953ee4d2692eff5c550a08666d43e175dad53fcb5698e8b39e4d9b45dc86b9ac7ad28adc38d29d8	common_voice_en_42494898.mp3	f799ec89cb0ff182b2abe5c1850eea03d2d3cee585d104b07e0a9719d7c4608d	This award is France's highest civilian honor.		0	2			United States English		en	
436b9e1f9da710d74eb01209f8f269bee70e93cadf20539cb66b5c414da0f8897e019acb4ddf0fbffee8e39ddde52b88cc458c575aa52e34118d2f14070c9ae1	common_voice_en_42528451.mp3	f7df57cff5730430b9d8927a1aa75aff4833566ad10fce1c7803d540ff5be609	It is a right tributary of the Po River.		0	2	teens		United States English		en	
